UserId,SendDate,OfferId
1346806,20-01-2017,6
1346806,22-01-2017,1
1346806,19-02-2017,8
1346806,15-03-2017,8
1346806,19-03-2017,3
1346806,24-04-2017,2
1346806,19-06-2017,5
1346806,23-06-2017,10
1346806,29-06-2017,10
1346806,05-07-2017,8
1346806,17-07-2017,2
1346806,30-08-2017,3
1346806,01-09-2017,9
1346806,05-09-2017,7
1346806,19-09-2017,4
1361182,23-11-2016,9
1361182,27-11-2016,5
1361182,01-12-2016,3
1361182,05-12-2016,5
1361182,19-12-2016,3
1361182,23-12-2016,6
1361182,31-12-2016,10
1361182,04-01-2017,2
1361182,14-01-2017,8
1361182,20-01-2017,10
1361182,22-01-2017,9
1361182,11-02-2017,2
1361182,13-02-2017,10
1361182,15-02-2017,5
1361182,25-02-2017,5
1361182,05-03-2017,8
1361182,19-03-2017,10
1361182,29-03-2017,10
1361182,12-05-2017,10
1361182,20-05-2017,9
1361182,24-05-2017,2
1361182,17-06-2017,6
1361182,25-06-2017,1
1361182,29-06-2017,5
1361182,01-07-2017,2
1361182,08-08-2017,2
1361182,16-08-2017,7
1361182,24-08-2017,6
1361182,01-09-2017,4
1361182,13-09-2017,3
1361182,19-09-2017,3
1361182,29-09-2017,8
1392534,23-11-2016,9
1392534,29-11-2016,5
1392534,03-12-2016,1
1392534,05-12-2016,10
1392534,07-12-2016,8
1392534,13-12-2016,10
1392534,27-12-2016,1
1392534,31-12-2016,10
1392534,02-01-2017,9
1392534,04-01-2017,1
1392534,20-01-2017,7
1392534,22-01-2017,9
1392534,24-01-2017,6
1392534,21-02-2017,6
1392534,23-02-2017,8
1392534,03-03-2017,8
1392534,07-03-2017,8
1392534,13-03-2017,6
1392534,16-04-2017,4
1392534,22-04-2017,8
1392534,28-04-2017,1
1392534,02-05-2017,3
1392534,20-05-2017,2
1392534,07-06-2017,8
1392534,25-06-2017,6
1392534,15-07-2017,7
1392534,06-08-2017,8
1392534,10-08-2017,8
1392534,16-08-2017,5
1392534,01-09-2017,1
1392534,09-09-2017,5
1392534,13-09-2017,3
1392534,19-09-2017,2
1405503,29-11-2016,2
1405503,01-12-2016,4
1405503,05-12-2016,4
1405503,25-12-2016,7
1405503,29-12-2016,3
1405503,10-01-2017,4
1405503,16-01-2017,3
1405503,20-01-2017,10
1405503,24-01-2017,2
1405503,01-02-2017,10
1405503,15-02-2017,3
1405503,21-02-2017,2
1405503,23-02-2017,8
1405503,03-03-2017,9
1405503,05-03-2017,8
1405503,07-03-2017,3
1405503,16-04-2017,9
1405503,26-04-2017,2
1405503,20-05-2017,6
1405503,01-06-2017,3
1405503,23-06-2017,10
1405503,05-07-2017,10
1405503,07-07-2017,4
1405503,12-08-2017,2
1405503,05-09-2017,10
1405503,13-09-2017,3
1405503,19-09-2017,8
1415290,23-11-2016,4
1415290,05-12-2016,7
1415290,19-12-2016,2
1415290,25-12-2016,8
1415290,02-01-2017,9
1415290,20-01-2017,6
1415290,22-01-2017,1
1415290,26-01-2017,4
1415290,30-01-2017,9
1415290,13-02-2017,9
1415290,19-03-2017,6
1415290,05-06-2017,2
1415290,07-06-2017,7
1415290,09-06-2017,8
1415290,11-06-2017,4
1415290,13-06-2017,10
1415290,21-07-2017,2
1415290,25-07-2017,6
1415290,06-08-2017,8
1415290,12-08-2017,2
1415290,22-08-2017,1
1417297,23-11-2016,9
1417297,25-11-2016,6
1417297,29-11-2016,1
1417297,05-12-2016,5
1417297,07-12-2016,6
1417297,15-12-2016,2
1417297,17-12-2016,6
1417297,19-12-2016,1
1417297,29-12-2016,10
1417297,14-01-2017,7
1417297,16-01-2017,6
1417297,03-02-2017,1
1417297,13-03-2017,1
1417297,23-03-2017,10
1417297,27-03-2017,2
1417297,02-04-2017,9
1417297,08-04-2017,8
1417297,14-04-2017,4
1417297,16-04-2017,8
1417297,24-04-2017,4
1417297,02-05-2017,9
1417297,04-05-2017,8
1417297,15-06-2017,10
1417297,20-08-2017,4
1417297,24-08-2017,10
1417297,19-09-2017,3
1417297,29-09-2017,9
1494447,07-12-2016,5
1494447,17-12-2016,6
1494447,19-12-2016,2
1494447,29-12-2016,3
1494447,02-01-2017,2
1494447,04-01-2017,1
1494447,12-01-2017,3
1494447,15-02-2017,3
1494447,19-02-2017,6
1494447,21-02-2017,9
1494447,17-03-2017,8
1494447,29-03-2017,10
1494447,31-03-2017,2
1494447,02-04-2017,6
1494447,16-04-2017,9
1494447,28-05-2017,6
1494447,23-06-2017,3
1494447,29-06-2017,8
1494447,03-07-2017,2
1494447,25-07-2017,10
1494447,08-08-2017,6
1494447,10-08-2017,10
1494447,14-08-2017,5
1494447,18-08-2017,8
1494447,19-09-2017,4
1610096,23-11-2016,8
1610096,05-12-2016,10
1610096,23-12-2016,7
1610096,25-12-2016,8
1610096,27-12-2016,2
1610096,29-12-2016,4
1610096,02-01-2017,10
1610096,08-01-2017,9
1610096,12-01-2017,3
1610096,22-01-2017,7
1610096,24-01-2017,6
1610096,26-01-2017,10
1610096,11-02-2017,5
1610096,05-03-2017,8
1610096,21-03-2017,3
1610096,23-03-2017,1
1610096,31-03-2017,2
1610096,04-04-2017,2
1610096,16-04-2017,8
1610096,28-04-2017,5
1610096,07-06-2017,3
1610096,29-06-2017,10
1610096,11-07-2017,2
1610096,17-07-2017,6
1610096,27-07-2017,3
1610096,29-07-2017,8
1610096,24-08-2017,10
1610096,28-08-2017,10
1610096,07-09-2017,10
1610096,13-09-2017,10
1610096,29-09-2017,10
1617757,01-12-2016,4
1617757,23-12-2016,7
1617757,29-12-2016,8
1617757,04-01-2017,3
1617757,18-01-2017,9
1617757,20-01-2017,7
1617757,03-02-2017,1
1617757,05-03-2017,2
1617757,13-03-2017,9
1617757,19-03-2017,3
1617757,27-03-2017,7
1617757,18-04-2017,9
1617757,20-04-2017,5
1617757,30-04-2017,10
1617757,10-05-2017,2
1617757,09-06-2017,1
1617757,23-06-2017,2
1617757,25-07-2017,7
1617757,04-08-2017,4
1617757,14-08-2017,10
1617757,18-08-2017,8
1617757,22-08-2017,1
1617757,24-08-2017,10
1617757,13-09-2017,10
1617757,15-09-2017,8
1617757,19-09-2017,7
1618208,23-11-2016,8
1618208,21-12-2016,4
1618208,29-12-2016,10
1618208,02-01-2017,6
1618208,04-01-2017,3
1618208,12-01-2017,8
1618208,14-01-2017,3
1618208,16-01-2017,3
1618208,26-01-2017,4
1618208,28-01-2017,2
1618208,01-02-2017,7
1618208,13-02-2017,8
1618208,19-02-2017,1
1618208,21-02-2017,9
1618208,05-03-2017,8
1618208,07-03-2017,4
1618208,16-04-2017,4
1618208,02-05-2017,4
1618208,08-05-2017,9
1618208,14-05-2017,2
1618208,28-05-2017,10
1618208,19-06-2017,10
1618208,11-07-2017,10
1618208,13-07-2017,4
1618208,02-08-2017,1
1618208,10-08-2017,10
1618208,12-08-2017,2
1618208,27-09-2017,5
1629211,23-11-2016,8
1629211,07-12-2016,3
1629211,29-12-2016,3
1629211,16-01-2017,9
1629211,20-01-2017,6
1629211,26-01-2017,4
1629211,05-02-2017,3
1629211,21-02-2017,1
1629211,21-03-2017,5
1629211,23-03-2017,3
1629211,29-03-2017,10
1629211,08-04-2017,4
1629211,10-04-2017,1
1629211,16-04-2017,2
1629211,20-04-2017,7
1629211,22-05-2017,6
1629211,01-06-2017,5
1629211,07-06-2017,1
1629211,09-06-2017,2
1629211,23-06-2017,10
1629211,07-07-2017,7
1629211,11-07-2017,6
1629211,25-07-2017,9
1629211,06-08-2017,10
1629211,08-08-2017,2
1629211,10-08-2017,3
1629211,12-08-2017,4
1629211,22-08-2017,3
1629211,26-08-2017,4
1632830,01-12-2016,2
1632830,03-12-2016,4
1632830,05-12-2016,5
1632830,13-12-2016,2
1632830,19-12-2016,7
1632830,16-01-2017,7
1632830,20-01-2017,6
1632830,30-01-2017,9
1632830,03-02-2017,5
1632830,09-02-2017,7
1632830,13-02-2017,6
1632830,19-02-2017,6
1632830,25-02-2017,5
1632830,05-03-2017,9
1632830,11-03-2017,8
1632830,27-03-2017,7
1632830,20-04-2017,2
1632830,28-04-2017,1
1632830,18-05-2017,4
1632830,20-05-2017,2
1632830,07-06-2017,6
1632830,21-06-2017,5
1632830,29-06-2017,1
1632830,02-08-2017,3
1632830,07-09-2017,4
1632830,21-09-2017,4
1694925,23-11-2016,6
1694925,25-11-2016,6
1694925,29-11-2016,6
1694925,01-12-2016,7
1694925,19-12-2016,3
1694925,23-12-2016,9
1694925,04-01-2017,3
1694925,18-01-2017,9
1694925,20-01-2017,10
1694925,13-02-2017,9
1694925,15-02-2017,7
1694925,03-03-2017,10
1694925,02-04-2017,9
1694925,06-04-2017,5
1694925,10-04-2017,1
1694925,24-04-2017,6
1694925,30-04-2017,5
1694925,03-06-2017,6
1694925,05-06-2017,10
1694925,05-07-2017,2
1694925,08-08-2017,2
1694925,05-09-2017,10
1708806,03-12-2016,1
1708806,05-12-2016,3
1708806,07-12-2016,3
1708806,13-12-2016,3
1708806,17-12-2016,6
1708806,19-12-2016,1
1708806,25-12-2016,3
1708806,27-12-2016,2
1708806,12-01-2017,5
1708806,14-01-2017,2
1708806,28-01-2017,6
1708806,30-01-2017,9
1708806,11-02-2017,9
1708806,17-02-2017,2
1708806,05-03-2017,8
1708806,13-03-2017,8
1708806,27-03-2017,5
1708806,04-04-2017,2
1708806,18-04-2017,8
1708806,28-04-2017,10
1708806,30-04-2017,7
1708806,14-05-2017,4
1708806,18-05-2017,4
1708806,03-06-2017,9
1708806,08-08-2017,9
1708806,01-09-2017,5
1708806,05-09-2017,7
1708806,17-09-2017,6
1708806,23-09-2017,9
1728899,02-01-2017,3
1728899,04-01-2017,3
1728899,24-01-2017,9
1728899,26-01-2017,9
1728899,05-02-2017,3
1728899,25-02-2017,6
1728899,27-03-2017,6
1728899,31-03-2017,2
1728899,10-04-2017,3
1728899,22-04-2017,7
1728899,06-05-2017,5
1728899,03-06-2017,2
1728899,09-06-2017,2
1728899,21-06-2017,1
1728899,03-07-2017,6
1728899,05-07-2017,5
1728899,13-07-2017,10
1728899,17-07-2017,2
1728899,29-07-2017,2
1728899,22-08-2017,7
1728899,24-08-2017,6
1728899,05-09-2017,10
1729986,27-11-2016,8
1729986,01-12-2016,4
1729986,03-12-2016,1
1729986,19-12-2016,9
1729986,25-12-2016,9
1729986,18-01-2017,5
1729986,20-01-2017,10
1729986,22-01-2017,10
1729986,03-02-2017,1
1729986,05-02-2017,7
1729986,09-02-2017,9
1729986,23-02-2017,6
1729986,07-03-2017,5
1729986,23-03-2017,5
1729986,02-04-2017,6
1729986,16-04-2017,9
1729986,04-05-2017,8
1729986,30-05-2017,7
1729986,01-06-2017,9
1729986,05-06-2017,2
1729986,17-06-2017,6
1729986,29-06-2017,9
1729986,01-07-2017,5
1729986,16-08-2017,7
1729986,30-08-2017,3
1729986,05-09-2017,8
1729986,15-09-2017,8
1734610,07-12-2016,8
1734610,20-01-2017,6
1734610,26-01-2017,7
1734610,30-01-2017,9
1734610,09-02-2017,9
1734610,25-02-2017,10
1734610,03-03-2017,7
1734610,05-03-2017,4
1734610,21-03-2017,6
1734610,27-03-2017,1
1734610,28-05-2017,7
1734610,30-05-2017,8
1734610,09-06-2017,3
1734610,29-06-2017,5
1734610,11-07-2017,6
1734610,17-07-2017,2
1734610,06-08-2017,7
1734610,18-08-2017,1
1734610,09-09-2017,1
1734610,29-09-2017,3
1738641,29-11-2016,5
1738641,01-12-2016,10
1738641,05-12-2016,5
1738641,09-12-2016,7
1738641,13-12-2016,3
1738641,23-12-2016,4
1738641,31-12-2016,10
1738641,04-01-2017,1
1738641,10-01-2017,4
1738641,28-01-2017,2
1738641,01-02-2017,2
1738641,03-03-2017,5
1738641,19-03-2017,10
1738641,23-03-2017,7
1738641,25-03-2017,3
1738641,04-04-2017,4
1738641,14-04-2017,3
1738641,22-04-2017,4
1738641,04-05-2017,8
1738641,26-05-2017,7
1738641,03-06-2017,2
1738641,09-06-2017,2
1738641,29-06-2017,5
1738641,03-07-2017,6
1738641,25-07-2017,3
1738641,14-08-2017,2
1738641,16-08-2017,9
1738641,01-09-2017,8
1738641,05-09-2017,10
1781700,23-11-2016,10
1781700,27-11-2016,8
1781700,03-12-2016,1
1781700,13-12-2016,8
1781700,21-12-2016,1
1781700,27-12-2016,7
1781700,31-12-2016,10
1781700,16-01-2017,7
1781700,13-02-2017,8
1781700,21-02-2017,9
1781700,23-02-2017,6
1781700,25-02-2017,10
1781700,27-02-2017,8
1781700,27-03-2017,5
1781700,10-04-2017,9
1781700,18-04-2017,8
1781700,26-04-2017,7
1781700,14-05-2017,10
1781700,24-05-2017,4
1781700,30-05-2017,9
1781700,15-06-2017,10
1781700,25-07-2017,5
1781700,28-08-2017,7
1781700,07-09-2017,1
1781700,11-09-2017,8
1784259,23-11-2016,9
1784259,25-11-2016,6
1784259,27-11-2016,1
1784259,03-12-2016,2
1784259,13-12-2016,10
1784259,15-12-2016,4
1784259,21-12-2016,4
1784259,31-12-2016,10
1784259,06-01-2017,2
1784259,08-01-2017,3
1784259,20-01-2017,6
1784259,22-01-2017,9
1784259,26-01-2017,7
1784259,28-01-2017,1
1784259,05-02-2017,7
1784259,09-02-2017,7
1784259,11-02-2017,5
1784259,15-02-2017,3
1784259,03-03-2017,5
1784259,05-03-2017,9
1784259,13-03-2017,3
1784259,15-03-2017,2
1784259,28-04-2017,7
1784259,02-05-2017,7
1784259,12-05-2017,7
1784259,03-06-2017,6
1784259,13-06-2017,8
1784259,25-06-2017,10
1784259,17-07-2017,2
1784259,18-08-2017,8
1792875,29-11-2016,1
1792875,05-12-2016,3
1792875,13-12-2016,5
1792875,15-12-2016,6
1792875,19-12-2016,1
1792875,27-12-2016,7
1792875,26-01-2017,4
1792875,01-02-2017,10
1792875,05-02-2017,9
1792875,19-03-2017,3
1792875,23-03-2017,8
1792875,31-03-2017,10
1792875,10-04-2017,9
1792875,22-04-2017,7
1792875,24-05-2017,4
1792875,03-06-2017,1
1792875,11-06-2017,7
1792875,25-06-2017,10
1792875,29-06-2017,5
1792875,05-07-2017,7
1792875,25-07-2017,7
1792875,06-08-2017,10
1792875,08-08-2017,1
1792875,14-08-2017,2
1816994,23-11-2016,4
1816994,29-11-2016,8
1816994,03-12-2016,6
1816994,09-12-2016,10
1816994,19-12-2016,2
1816994,23-12-2016,7
1816994,29-12-2016,3
1816994,02-01-2017,3
1816994,04-01-2017,1
1816994,16-01-2017,4
1816994,11-02-2017,2
1816994,25-03-2017,6
1816994,02-05-2017,4
1816994,20-05-2017,6
1816994,03-06-2017,5
1816994,07-06-2017,8
1816994,25-06-2017,6
1816994,29-06-2017,4
1816994,05-07-2017,10
1816994,07-07-2017,4
1816994,23-07-2017,4
1816994,06-08-2017,9
1816994,08-08-2017,3
1816994,14-08-2017,2
1816994,18-08-2017,10
1816994,07-09-2017,6
1829548,27-11-2016,4
1829548,13-12-2016,8
1829548,19-12-2016,9
1829548,27-12-2016,10
1829548,29-12-2016,3
1829548,04-01-2017,2
1829548,14-01-2017,10
1829548,16-01-2017,1
1829548,24-01-2017,7
1829548,13-02-2017,5
1829548,17-02-2017,3
1829548,09-03-2017,2
1829548,19-03-2017,3
1829548,27-03-2017,5
1829548,31-03-2017,2
1829548,26-04-2017,2
1829548,10-05-2017,9
1829548,20-05-2017,7
1829548,19-06-2017,8
1829548,23-06-2017,2
1829548,01-07-2017,5
1829548,07-07-2017,9
1829548,11-07-2017,2
1829548,31-07-2017,5
1829548,12-08-2017,3
1829548,23-09-2017,4
1829794,25-11-2016,6
1829794,27-11-2016,8
1829794,01-12-2016,4
1829794,05-12-2016,3
1829794,09-12-2016,10
1829794,11-12-2016,7
1829794,19-12-2016,7
1829794,25-12-2016,7
1829794,02-01-2017,3
1829794,04-01-2017,8
1829794,14-01-2017,3
1829794,18-01-2017,9
1829794,26-01-2017,5
1829794,09-02-2017,2
1829794,13-02-2017,6
1829794,03-03-2017,10
1829794,15-03-2017,3
1829794,25-03-2017,3
1829794,04-04-2017,2
1829794,04-05-2017,8
1829794,14-05-2017,8
1829794,20-05-2017,7
1829794,28-05-2017,4
1829794,13-06-2017,5
1829794,29-06-2017,3
1829794,11-07-2017,9
1829794,13-07-2017,6
1829794,02-08-2017,3
1829794,04-08-2017,4
1829794,28-08-2017,8
1829794,17-09-2017,8
1829794,25-09-2017,2
1831652,29-11-2016,4
1831652,05-12-2016,9
1831652,19-12-2016,3
1831652,21-12-2016,3
1831652,04-01-2017,3
1831652,12-01-2017,5
1831652,16-01-2017,4
1831652,28-01-2017,1
1831652,09-02-2017,8
1831652,17-02-2017,1
1831652,23-02-2017,5
1831652,07-03-2017,6
1831652,28-05-2017,6
1831652,13-06-2017,10
1831652,07-07-2017,1
1831652,13-07-2017,10
1831652,25-07-2017,5
1831652,08-08-2017,3
1831652,28-08-2017,7
1831652,01-09-2017,8
1831652,23-09-2017,7
1831652,29-09-2017,6
1832338,23-11-2016,6
1832338,01-12-2016,10
1832338,03-12-2016,6
1832338,05-12-2016,10
1832338,25-12-2016,7
1832338,02-01-2017,2
1832338,16-01-2017,3
1832338,24-01-2017,9
1832338,28-01-2017,1
1832338,07-02-2017,2
1832338,17-02-2017,3
1832338,21-02-2017,5
1832338,25-02-2017,3
1832338,05-03-2017,7
1832338,26-04-2017,2
1832338,02-05-2017,6
1832338,28-05-2017,7
1832338,05-06-2017,10
1832338,09-06-2017,6
1832338,11-06-2017,4
1832338,23-06-2017,3
1832338,01-07-2017,8
1832338,07-07-2017,1
1832338,11-07-2017,10
1832338,19-07-2017,7
1832338,04-08-2017,10
1832338,07-09-2017,2
1832338,17-09-2017,6
1832338,21-09-2017,4
1832338,23-09-2017,10
1832388,27-11-2016,3
1832388,11-12-2016,7
1832388,15-12-2016,2
1832388,23-12-2016,6
1832388,02-01-2017,9
1832388,24-01-2017,9
1832388,15-03-2017,3
1832388,25-03-2017,6
1832388,10-04-2017,4
1832388,18-04-2017,8
1832388,22-04-2017,1
1832388,30-04-2017,8
1832388,10-05-2017,9
1832388,09-06-2017,8
1832388,13-06-2017,1
1832388,15-06-2017,10
1832388,17-06-2017,5
1832388,19-06-2017,1
1832388,23-06-2017,1
1832388,07-07-2017,9
1832388,08-08-2017,10
1832388,28-08-2017,7
1832388,01-09-2017,2
1832388,03-09-2017,2
1832388,23-09-2017,3
1832388,27-09-2017,5
1833302,27-11-2016,4
1833302,01-12-2016,7
1833302,05-12-2016,3
1833302,07-12-2016,8
1833302,15-12-2016,10
1833302,19-12-2016,9
1833302,23-12-2016,7
1833302,27-12-2016,2
1833302,20-01-2017,7
1833302,05-02-2017,3
1833302,09-02-2017,1
1833302,15-02-2017,3
1833302,03-03-2017,9
1833302,05-03-2017,4
1833302,07-03-2017,6
1833302,04-04-2017,3
1833302,28-04-2017,3
1833302,02-05-2017,9
1833302,26-05-2017,7
1833302,01-06-2017,7
1833302,05-06-2017,2
1833302,17-06-2017,2
1833302,21-06-2017,8
1833302,05-07-2017,4
1833302,06-08-2017,10
1833302,20-08-2017,10
1833302,01-09-2017,5
1833302,19-09-2017,4
1836937,23-11-2016,6
1836937,01-12-2016,2
1836937,07-12-2016,7
1836937,15-12-2016,6
1836937,02-01-2017,2
1836937,16-01-2017,7
1836937,20-01-2017,7
1836937,24-01-2017,10
1836937,01-03-2017,9
1836937,03-03-2017,7
1836937,15-03-2017,7
1836937,19-03-2017,10
1836937,16-04-2017,3
1836937,20-04-2017,7
1836937,22-04-2017,7
1836937,24-04-2017,9
1836937,28-05-2017,5
1836937,01-06-2017,1
1836937,07-06-2017,2
1836937,09-06-2017,5
1836937,19-06-2017,5
1836937,29-06-2017,5
1836937,07-07-2017,1
1836937,25-07-2017,9
1836937,06-08-2017,7
1836937,12-08-2017,3
1836937,01-09-2017,2
1836937,29-09-2017,8
1838670,23-11-2016,9
1838670,01-12-2016,10
1838670,05-12-2016,1
1838670,07-12-2016,5
1838670,19-12-2016,4
1838670,21-12-2016,10
1838670,31-12-2016,10
1838670,02-01-2017,9
1838670,14-01-2017,5
1838670,20-01-2017,10
1838670,09-02-2017,1
1838670,03-03-2017,9
1838670,25-03-2017,2
1838670,27-03-2017,10
1838670,16-04-2017,2
1838670,28-04-2017,5
1838670,24-05-2017,9
1838670,26-05-2017,10
1838670,28-05-2017,1
1838670,30-05-2017,8
1838670,17-06-2017,2
1838670,19-06-2017,5
1838670,23-06-2017,2
1838670,29-06-2017,5
1838670,19-07-2017,2
1838670,04-08-2017,5
1838670,29-09-2017,1
1840354,27-11-2016,3
1840354,05-12-2016,5
1840354,07-12-2016,5
1840354,09-12-2016,7
1840354,13-12-2016,7
1840354,15-12-2016,9
1840354,19-12-2016,9
1840354,23-12-2016,9
1840354,10-01-2017,5
1840354,28-01-2017,6
1840354,30-01-2017,9
1840354,09-02-2017,3
1840354,11-02-2017,7
1840354,15-02-2017,5
1840354,03-03-2017,1
1840354,07-03-2017,9
1840354,19-03-2017,2
1840354,27-03-2017,2
1840354,06-04-2017,5
1840354,24-04-2017,4
1840354,11-06-2017,8
1840354,29-06-2017,1
1840354,05-07-2017,6
1840354,09-07-2017,2
1840354,08-08-2017,10
1840354,10-08-2017,1
1840354,13-09-2017,3
1860057,23-11-2016,2
1860057,01-12-2016,10
1860057,03-12-2016,4
1860057,23-12-2016,1
1860057,04-01-2017,5
1860057,10-01-2017,7
1860057,14-01-2017,5
1860057,18-01-2017,3
1860057,22-01-2017,9
1860057,30-01-2017,6
1860057,03-02-2017,4
1860057,05-02-2017,7
1860057,11-02-2017,5
1860057,19-02-2017,6
1860057,23-02-2017,8
1860057,25-02-2017,3
1860057,31-03-2017,2
1860057,28-04-2017,7
1860057,01-06-2017,9
1860057,05-07-2017,6
1860057,21-07-2017,2
1860057,08-08-2017,7
1860057,28-08-2017,3
1860057,19-09-2017,6
1862459,29-11-2016,5
1862459,01-12-2016,2
1862459,05-12-2016,5
1862459,15-12-2016,6
1862459,19-12-2016,9
1862459,21-12-2016,5
1862459,23-12-2016,5
1862459,06-01-2017,7
1862459,14-01-2017,2
1862459,18-01-2017,5
1862459,20-01-2017,7
1862459,24-01-2017,10
1862459,26-01-2017,4
1862459,25-02-2017,5
1862459,02-04-2017,6
1862459,28-04-2017,10
1862459,07-06-2017,8
1862459,11-07-2017,10
1862459,25-07-2017,8
1862459,06-08-2017,10
1862459,10-08-2017,4
1862459,16-08-2017,8
1862459,28-08-2017,2
1862459,23-09-2017,3
1870718,23-11-2016,4
1870718,03-12-2016,4
1870718,05-12-2016,5
1870718,07-12-2016,6
1870718,19-12-2016,8
1870718,23-12-2016,7
1870718,29-12-2016,10
1870718,02-01-2017,2
1870718,12-01-2017,5
1870718,14-01-2017,6
1870718,22-01-2017,5
1870718,24-01-2017,9
1870718,25-02-2017,2
1870718,03-03-2017,2
1870718,15-03-2017,2
1870718,23-03-2017,8
1870718,31-03-2017,10
1870718,08-04-2017,8
1870718,22-04-2017,10
1870718,26-04-2017,7
1870718,20-05-2017,7
1870718,24-05-2017,2
1870718,03-06-2017,6
1870718,09-06-2017,1
1870718,23-06-2017,4
1870718,04-08-2017,5
1870718,13-09-2017,9
1870718,17-09-2017,1
1871770,01-12-2016,9
1871770,15-12-2016,5
1871770,23-12-2016,7
1871770,31-12-2016,10
1871770,04-01-2017,4
1871770,20-01-2017,10
1871770,26-01-2017,10
1871770,30-01-2017,6
1871770,09-02-2017,3
1871770,13-03-2017,1
1871770,02-04-2017,4
1871770,16-04-2017,2
1871770,28-04-2017,1
1871770,30-04-2017,7
1871770,23-06-2017,4
1871770,05-07-2017,9
1871770,26-08-2017,6
1871770,28-08-2017,6
1875951,23-11-2016,8
1875951,29-11-2016,5
1875951,19-12-2016,8
1875951,25-12-2016,9
1875951,02-01-2017,2
1875951,04-01-2017,4
1875951,10-01-2017,10
1875951,12-01-2017,5
1875951,24-01-2017,7
1875951,01-02-2017,7
1875951,03-02-2017,5
1875951,11-02-2017,8
1875951,17-02-2017,3
1875951,15-03-2017,9
1875951,20-04-2017,5
1875951,28-04-2017,2
1875951,06-05-2017,6
1875951,05-06-2017,2
1875951,23-06-2017,3
1875951,25-06-2017,6
1875951,08-08-2017,10
1875951,26-08-2017,9
1875951,01-09-2017,8
1875951,05-09-2017,4
1875951,19-09-2017,2
1898372,27-11-2016,8
1898372,13-12-2016,3
1898372,15-12-2016,1
1898372,21-12-2016,3
1898372,23-12-2016,7
1898372,12-01-2017,8
1898372,18-01-2017,3
1898372,20-01-2017,1
1898372,30-01-2017,5
1898372,09-02-2017,9
1898372,05-03-2017,10
