UserId,Country,DOB,Gender,RegDate
2088468,Other,04-02-1975,F,24-10-2016
2088598,GB,15-07-1985,F,26-07-2016
2091524,Other,07-05-1988,M,09-07-2016
2098285,GB,27-11-1982,F,20-09-2016
2100379,Other,25-01-1992,M,25-06-2016
2106398,FR,18-09-1963,M,17-07-2016
2109393,GB,12-07-1976,F,26-06-2016
2114939,FR,12-02-1989,M,07-05-2016
2114981,US,13-05-1992,M,03-05-2016
2120371,FR,22-03-1975,M,16-10-2016
2122510,GB,02-07-1969,F,07-09-2016
2127797,GB,12-07-1988,F,15-10-2016
2139284,GB,04-01-1978,M,02-11-2016
2149244,FR,02-01-1981,F,26-06-2016
2149863,GB,23-10-1997,M,05-11-2016
2153441,GB,13-09-1982,F,15-10-2016
2157270,DE,20-09-1978,M,25-09-2016
2157848,DE,09-02-1960,F,14-06-2016
2165883,DE,07-04-1982,M,19-10-2016
2166080,US,18-07-1994,M,16-10-2016
2171075,GB,16-05-1981,M,15-07-2016
2179532,GB,16-07-1985,F,25-10-2016
2181012,Other,11-01-1993,M,08-09-2016
2210234,GB,22-07-1989,F,21-06-2016
2214220,DE,01-09-1978,M,07-07-2016
2215688,Other,16-05-1969,M,02-06-2016
2216504,FR,14-10-1984,M,13-06-2016
2218115,DE,28-09-1967,F,24-05-2016
2218476,DE,19-09-1979,F,09-08-2016
2220470,GB,08-03-1980,F,10-07-2016
2222166,DE,28-10-1960,M,13-11-2016
2222794,DE,04-08-1975,F,13-05-2016
2224938,GB,14-01-1965,M,27-06-2016
2226188,Other,31-07-1983,M,23-06-2016
2226583,FR,06-12-1989,M,16-08-2016
2227416,Other,18-04-1989,F,12-06-2016
2237805,US,03-08-1959,F,27-10-2016
2237970,FR,13-02-1972,M,22-06-2016
2242526,GB,13-06-1992,M,11-06-2016
2242538,US,19-05-1989,M,12-08-2016
2244189,GB,13-06-1992,M,26-10-2016
2245895,DE,03-12-1979,F,21-06-2016
2256599,DE,08-03-1989,F,10-06-2016
2311106,Other,19-03-1983,M,03-10-2016
2323359,Other,16-12-1959,F,22-07-2016
2324892,Other,15-08-1991,M,14-11-2016
2325333,GB,02-09-1981,M,09-07-2016
2336449,GB,14-11-1983,F,23-07-2016
2339909,GB,11-11-1988,M,10-09-2016
2341733,GB,22-03-1990,F,17-11-2016
2350434,GB,25-06-1980,F,23-10-2016
2351091,GB,11-08-1968,F,30-07-2016
2351823,DE,19-12-1986,M,25-11-2016
2354348,GB,15-11-1959,M,12-07-2016
2359021,Other,08-04-1968,M,26-05-2016
2361554,GB,21-03-1987,F,07-07-2016
2362276,GB,01-03-1970,F,11-08-2016
2367368,GB,23-01-1995,F,02-09-2016
2368985,Other,27-05-1979,M,12-10-2016
2369417,Other,02-11-1993,M,27-10-2016
2370552,FR,23-03-1982,M,21-11-2016
2370996,DE,23-11-1963,M,17-07-2016
2374173,Other,15-12-1976,F,17-11-2016
2377542,Other,14-02-1978,M,15-06-2016
2378975,Other,03-12-1981,M,26-10-2016
2379402,GB,16-01-1992,M,20-09-2016
2380111,GB,13-12-1979,M,12-07-2016
2381442,GB,11-01-1973,F,16-07-2016
2381475,Other,26-11-1969,M,27-05-2016
2383195,Other,07-08-1981,F,25-07-2016
2384784,Other,30-11-1973,F,03-12-2016
2385317,Other,22-07-1984,M,07-08-2016
2392040,Other,08-11-1982,M,28-10-2016
2392301,FR,24-04-1985,M,06-10-2016
2393997,Other,21-02-1980,M,02-10-2016
2394011,Other,23-08-1983,F,30-07-2016
2395601,GB,30-05-1965,M,07-11-2016
2396576,Other,16-11-1982,M,04-07-2016
2399629,FR,04-05-1989,M,04-12-2016
2399857,Other,05-10-1979,M,24-07-2016
2401050,Other,06-05-1964,F,05-07-2016
2402571,GB,13-04-1984,F,15-09-2016
2404985,Other,02-06-1971,F,28-11-2016
2405431,DE,26-08-1985,M,13-10-2016
2405608,FR,08-11-1969,M,26-07-2016
2408828,FR,25-09-1989,M,28-07-2016
2410835,GB,28-10-1980,M,23-08-2016
2411028,Other,29-09-1997,F,08-06-2016
2413487,Other,23-11-1983,F,02-10-2016
2415118,US,08-11-1988,M,15-09-2016
2415431,US,14-05-1977,F,19-06-2016
2421943,DE,21-06-1995,F,18-11-2016
2423959,DE,03-10-1975,M,17-09-2016
2425054,US,25-06-1987,M,30-07-2016
2426678,DE,01-04-1964,F,13-12-2016
2429689,Other,31-08-1987,F,05-07-2016
2436183,GB,27-12-1982,M,06-08-2016
2441770,GB,13-08-1983,F,13-12-2016
2445993,Other,14-04-1981,M,02-12-2016
2449582,GB,26-03-1983,F,31-08-2016
2451447,Other,30-07-1970,F,16-09-2016
2455364,GB,17-06-1978,M,04-09-2016
2457022,Other,30-12-1978,M,11-06-2016
2459017,Other,08-06-1972,F,28-07-2016
2459297,US,02-02-1998,M,24-09-2016
2461382,GB,04-09-1985,F,10-06-2016
2468257,FR,04-03-1980,M,05-12-2016
2468599,Other,11-06-1983,F,27-11-2016
2473815,US,14-06-1991,F,28-10-2016
2476368,Other,02-02-1978,M,01-12-2016
2476389,US,05-04-1990,F,25-07-2016
2478833,Other,01-02-1975,M,07-11-2016
2479655,US,04-02-1956,F,14-08-2016
2479767,GB,07-08-1990,M,11-08-2016
2480342,Other,21-03-1990,M,21-12-2016
2480421,GB,20-01-1984,F,21-07-2016
2480861,GB,16-10-1979,F,16-06-2016
2481968,GB,23-12-1992,F,07-12-2016
2490187,Other,23-08-1981,F,29-07-2016
2492708,Other,12-02-1975,M,27-06-2016
2501149,Other,19-09-1978,M,22-12-2016
2502085,Other,19-11-1982,M,05-10-2016
2506080,GB,17-11-1989,M,11-11-2016
2507348,GB,22-11-1990,F,07-07-2016
2507397,Other,24-11-1986,M,26-07-2016
2516191,Other,26-09-1989,M,27-10-2016
2517407,Other,13-10-1983,M,31-08-2016
2521896,GB,26-09-1984,F,31-07-2016
2527115,DE,15-04-1991,M,23-12-2016
2528604,Other,09-02-1986,F,30-12-2016
2533251,Other,11-06-1983,F,02-11-2016
2533304,DE,26-11-1964,F,08-08-2016
2534176,US,18-07-1981,M,19-06-2016
2534840,US,24-04-1989,F,10-07-2016
2534946,Other,19-07-1989,M,27-10-2016
2536975,GB,01-03-1980,F,24-09-2016
2541944,US,15-02-1991,M,24-11-2016
2548544,GB,30-08-1989,M,16-08-2016
2552522,Other,10-08-1973,F,01-11-2016
2552530,GB,14-06-1963,M,17-09-2016
2552897,GB,09-01-1963,F,28-08-2016
2557936,US,21-02-1960,F,11-07-2016
2561738,GB,07-12-1987,F,28-07-2016
2563136,GB,16-12-1983,M,12-11-2016
2564032,DE,10-04-1987,F,02-09-2016
2567771,FR,23-03-1982,M,02-09-2016
2569523,Other,04-08-1991,M,02-12-2016
2573637,GB,06-03-1954,M,31-10-2016
2574004,Other,10-11-1987,M,07-09-2016
2575666,DE,14-12-1961,M,19-09-2016
2581101,GB,17-12-1995,M,26-10-2016
2592877,Other,12-03-1981,M,03-08-2016
2593187,Other,25-10-1989,M,15-11-2016
2595569,GB,31-07-1986,M,10-07-2016
2602889,DE,10-05-1972,F,17-10-2016
2607474,DE,24-08-1993,M,09-09-2016
2607761,DE,19-10-1980,F,21-07-2016
2612254,DE,18-05-1990,F,26-12-2016
2616277,FR,01-08-1975,F,13-12-2016
2618666,Other,09-09-1982,M,19-12-2016
2626453,GB,26-02-1965,F,11-09-2016
2629250,GB,22-05-1977,M,03-10-2016
2630876,GB,09-09-1977,M,10-12-2016
2636687,GB,04-10-1988,F,22-07-2016
2637730,Other,06-05-1978,M,21-10-2016
2640829,Other,09-10-1965,M,18-12-2016
2641096,Other,19-11-1987,M,18-11-2016
2662032,DE,20-02-1957,F,18-08-2016
2662655,Other,07-07-1987,F,22-09-2016
2669909,GB,29-01-1974,M,16-10-2016
2680188,GB,22-08-1983,F,19-01-2017
2685424,FR,29-08-1991,F,25-12-2016
2696378,GB,11-06-1977,F,06-10-2016
2697363,US,11-10-1981,M,21-12-2016
2702483,Other,15-07-1962,M,08-01-2017
2702584,GB,21-05-1965,F,04-09-2016
2705827,Other,12-02-1990,M,26-10-2016
2706490,FR,21-11-1968,M,01-10-2016
2713833,Other,20-10-1976,M,20-07-2016
2714048,US,27-06-1987,F,07-10-2016
2716218,GB,17-09-1991,F,20-01-2017
2718264,Other,24-07-1974,F,02-09-2016
2720868,GB,08-01-1971,F,29-10-2016
2722316,DE,09-10-1978,F,13-08-2016
2731503,GB,11-09-1986,M,23-08-2016
2733222,GB,29-07-1955,F,27-10-2016
2734480,GB,19-06-1970,F,18-11-2016
2740837,FR,27-02-1985,M,03-01-2017
2742213,DE,05-09-1983,M,15-01-2017
2744665,GB,07-06-1977,F,07-11-2016
2750797,DE,03-12-1986,F,25-07-2016
2750953,Other,31-08-1987,F,03-02-2017
2753285,GB,22-09-1986,F,31-01-2017
2757845,US,10-12-1989,M,16-10-2016
2759032,GB,16-04-1982,M,02-02-2017
2764090,DE,03-06-1969,M,02-08-2016
2765776,Other,21-11-1977,F,28-07-2016
2769588,GB,13-03-1970,M,31-08-2016
2770788,GB,02-01-1975,F,18-12-2016
2776244,Other,28-06-1965,M,06-01-2017
2777241,GB,14-12-1982,F,27-07-2016
2780035,DE,20-12-1982,M,26-12-2016
2786760,GB,26-07-1985,M,11-11-2016
2787664,GB,05-03-1979,M,08-08-2016
2789085,Other,21-07-1988,M,28-09-2016
2794303,US,03-05-1997,M,03-09-2016
2799758,Other,22-08-1970,F,18-08-2016
2802960,Other,12-12-1980,M,18-11-2016
2807685,DE,23-01-1981,F,21-11-2016
2809494,FR,05-10-1984,M,02-10-2016
2814110,DE,31-05-1982,M,24-08-2016
2818155,Other,07-02-1990,M,23-12-2016
2819359,GB,30-03-1991,F,08-01-2017
2822348,DE,02-09-1986,F,30-10-2016
2825390,Other,13-07-1986,M,04-09-2016
2830314,GB,07-07-1996,F,19-12-2016
2832828,Other,09-06-1986,M,08-12-2016
2833095,Other,04-07-1988,M,06-08-2016
2836280,US,19-09-1981,F,23-12-2016
2840724,Other,03-01-1987,M,13-02-2017
2843558,DE,22-03-1976,M,10-11-2016
2847340,GB,17-12-1968,F,01-10-2016
2851060,FR,22-06-1979,M,20-12-2016
2852418,DE,17-05-1982,M,19-01-2017
2852677,Other,15-03-1988,M,15-11-2016
2852848,DE,13-09-1966,F,14-01-2017
2853221,GB,19-04-1989,M,23-02-2017
2853491,DE,09-01-1992,M,16-01-2017
2855048,Other,29-07-1985,M,28-11-2016
2856562,GB,25-10-1987,F,06-09-2016
2857211,DE,26-03-1962,F,25-09-2016
2857761,Other,30-06-1975,M,16-10-2016
2857812,GB,16-03-1981,M,16-12-2016
2865741,DE,13-08-1995,M,28-09-2016
2868915,US,01-02-1995,M,06-01-2017
2870069,Other,13-10-1981,F,19-01-2017
2875967,GB,15-09-1985,M,28-01-2017
2876201,GB,05-11-1968,M,12-12-2016
2882727,Other,06-12-1985,F,17-09-2016
2883613,US,30-01-1988,F,17-09-2016
2885662,FR,15-05-1969,M,16-02-2017
2885733,GB,09-06-1985,F,13-11-2016
2886252,Other,22-08-1995,M,20-02-2017
2887465,GB,14-04-1979,F,16-11-2016
2888060,Other,07-04-1977,M,07-09-2016
2891618,DE,22-08-1973,F,12-12-2016
2892859,US,26-04-1996,M,06-01-2017
2896586,Other,25-08-1971,M,05-11-2016
2897882,FR,30-03-1970,M,17-11-2016
2897892,Other,18-03-1980,F,04-11-2016
2898702,Other,29-10-1982,M,11-12-2016
2899813,US,26-12-1996,M,31-10-2016
2901839,DE,11-09-1973,M,22-08-2016
2903237,Other,24-02-1968,F,01-11-2016
2904486,US,08-06-1969,M,12-12-2016
2912400,US,19-10-1968,M,21-08-2016
2912964,Other,29-12-1981,M,28-01-2017
2915729,Other,02-07-1991,F,24-10-2016
2918353,GB,10-12-1980,M,28-10-2016
2921641,Other,11-09-1987,M,01-12-2016
2922555,Other,11-06-1983,F,13-01-2017
2923374,US,30-03-1987,M,20-11-2016
2923869,GB,27-06-1983,F,27-02-2017
2929365,GB,22-03-1995,M,21-11-2016
2934992,Other,21-04-1977,F,22-10-2016
2936281,Other,02-06-1987,M,20-12-2016
2936424,GB,22-06-1982,M,18-12-2016
2937326,Other,04-03-1994,M,22-08-2016
2938533,GB,06-09-1984,M,28-11-2016
2939489,Other,27-02-1993,M,10-02-2017
2941690,Other,25-07-1965,F,17-11-2016
2942865,GB,25-02-1961,M,21-02-2017
2946522,US,04-05-1983,F,23-09-2016
2951167,Other,11-08-1995,F,16-09-2016
2952564,US,19-04-1997,M,24-01-2017
2952929,DE,27-03-1985,F,07-03-2017
2953070,DE,08-02-1983,F,25-10-2016
2953505,Other,02-05-1977,F,14-10-2016
2956741,GB,14-09-1985,F,07-11-2016
2956759,Other,23-04-1989,M,27-11-2016
2956767,FR,02-08-1974,F,04-01-2017
2956860,Other,17-01-1974, ,18-12-2016
2956880,DE,11-04-1987, ,29-10-2016
2957219,Other,10-11-1980, ,22-09-2016
2957231,DE,03-06-1993,M,16-11-2016
2957716,GB,10-09-1986, ,16-01-2017
2957850,DE,01-07-1982,F,31-01-2017
2958187,Other,20-04-1985, ,29-01-2017
2958223,GB,29-04-1975, ,20-10-2016
2958556,GB,31-07-1986, ,01-10-2016
2958688,GB,17-06-1991, ,05-03-2017
2958702,GB,23-07-1983, ,14-12-2016
2958959,DE,06-02-1982, ,02-09-2016
2959100,DE,29-03-1985, ,17-09-2016
2959194,FR,05-08-1974, ,10-01-2017
2959325,FR,15-07-1988, ,26-11-2016
2959384,Other,22-10-1970, ,17-11-2016
2960835,Other,20-11-1964,F,13-01-2017
2960858,Other,24-02-1983,M,02-09-2016
2960927,GB,11-11-1992, ,23-01-2017
2961079,Other,18-10-1991, ,24-11-2016
2961141,FR,21-11-1984,M,19-11-2016
2961684,GB,01-01-1988, ,01-09-2016
2962012,Other,26-09-1985, ,10-10-2016
2962253,DE,25-06-1991, ,07-01-2017
2962384,GB,29-03-1981, ,12-09-2016
2962641,GB,22-09-1983, ,02-03-2017
2962802,FR,23-03-1982, ,17-02-2017
2964017,Other,11-01-1980, ,06-09-2016
2964589,Other,25-06-1974, ,15-02-2017
2964825,Other,18-11-1967, ,18-01-2017
2964936,Other,20-08-1984, ,27-12-2016
2965104,Other,22-12-1991, ,30-09-2016
2965762,Other,21-06-1990, ,28-02-2017
2966027,US,22-04-1960,F,03-01-2017
2966106,GB,28-06-1987, ,10-11-2016
2966213,DE,18-03-1977,M,27-02-2017
2966736,DE,12-03-1965, ,04-02-2017
2967621,GB,21-02-1986,M,10-03-2017
2967759,DE,10-08-1978, ,31-01-2017
2967830,GB,18-08-1957,F,29-09-2016
2968000,Other,13-06-1981, ,14-11-2016
2968390,Other,18-11-1969,M,26-01-2017
2968465,GB,10-12-1986, ,15-12-2016
2968896,GB,27-03-1947, ,04-10-2016
2969287,GB,03-02-1989,M,14-10-2016
2970054,GB,20-04-1980,F,24-09-2016
2970578,GB,25-10-1966,F,15-10-2016
2971739,FR,24-07-1962,M,16-01-2017
2971829,DE,08-11-1988,M,13-11-2016
2971914,GB,08-05-1972,F,23-02-2017
2973279,US,09-06-1956,M,27-12-2016
2974225,GB,18-08-1966,F,08-12-2016
2974565,GB,06-11-1979, ,12-10-2016
2974844,GB,26-02-1975, ,14-02-2017
2976629,Other,10-04-1993, ,22-09-2016
2976973,Other,03-09-1980, ,28-02-2017
2979028,FR,23-12-1986,M,24-09-2016
2979147,US,07-01-1997, ,09-03-2017
2979548,GB,22-06-1969,F,01-10-2016
2981547,US,07-01-1959, ,16-12-2016
2983471,Other,04-12-1987, ,23-12-2016
2983763,Other,31-01-1982,M,04-03-2017
2985309,Other,13-05-1981,M,27-11-2016
2986320,GB,16-03-1974,F,15-03-2017
2990182,DE,15-10-1980, ,14-03-2017
2991128,GB,31-05-1991,M,06-09-2016
2991298,GB,27-08-1987,F,19-09-2016
2994392,Other,24-11-1978, ,08-03-2017
2994717,FR,02-08-1974,F,05-10-2016
2995300,DE,22-01-1986,M,02-11-2016
2995333,FR,12-12-1970,M,09-02-2017
2995588,GB,08-02-1989, ,10-02-2017
2995838,GB,19-02-1968, ,05-12-2016
2995890,GB,28-10-1991, ,04-11-2016
2996173,GB,26-11-1981, ,28-09-2016
2996186,GB,15-04-1991, ,18-01-2017
2996519,GB,12-05-1979, ,19-12-2016
2996718,DE,01-04-1981, ,12-12-2016
2996895,Other,29-07-1965,F,23-11-2016
2996948,Other,14-02-1986, ,08-01-2017
2997249,GB,22-01-1975, ,09-12-2016
2997585,GB,23-03-1969,F,19-09-2016
2997654,GB,14-12-1987, ,09-10-2016
2997970,Other,27-10-1976, ,18-01-2017
2997976,Other,03-06-1987, ,23-10-2016
2998539,GB,12-07-1988, ,21-02-2017
2998565,DE,31-05-1978, ,30-09-2016
2998727,GB,02-07-1982, ,02-01-2017
2998965,Other,07-01-1984, ,18-02-2017
2999524,Other,22-05-1978, ,08-02-2017
2999578,Other,07-10-1990, ,07-11-2016
3000303,Other,19-09-1985, ,12-03-2017
3000694,FR,05-10-1984,M,19-03-2017
3000795,Other,19-12-1985, ,16-10-2016
3000865,Other,16-12-1983, ,28-09-2016
3001888,Other,07-01-1974, ,02-12-2016
3002362,DE,21-09-1976,F,27-01-2017
3002364,GB,26-06-1992,F,01-09-2016
3002402,GB,24-11-1989,M,01-10-2016
3002514,GB,10-05-1977, ,16-02-2017
3002644,GB,05-07-1984, ,31-10-2016
3002844,DE,15-08-1962, ,05-10-2016
3002904,Other,28-06-1988, ,19-11-2016
3004787,GB,18-06-1977,M,14-01-2017
3004835,US,16-04-1989,M,27-10-2016
3006434,US,10-02-1973,M,21-11-2016
3008729,GB,28-09-1979,F,13-10-2016
3008858,DE,28-10-1962,M,31-10-2016
3009562,Other,29-01-1978, ,14-02-2017
3009612,GB,04-01-1977, ,08-12-2016
3009803,US,08-08-1963,F,11-10-2016
3009844,GB,02-07-1982, ,08-11-2016
3010346,GB,12-06-1974, ,21-12-2016
3010930,US,15-03-1971,M,25-10-2016
3011764,GB,10-08-1990, ,03-09-2016
3012899,GB,07-08-1988, ,30-10-2016
3013497,GB,28-05-1987, ,27-09-2016
3020979,GB,18-03-1981, ,06-11-2016
3022012,GB,18-03-1968,M,26-10-2016
3022105,DE,15-06-1966,F,03-01-2017
3025271,US,05-07-1992,F,11-11-2016
3029881,US,05-07-1993,M,08-02-2017
3030958,DE,30-11-1988,F,09-03-2017
3031672,US,14-02-1998,M,09-02-2017
3032880,GB,06-09-1984, ,14-02-2017
3034065,US,10-09-1998,M,10-12-2016
3035740,GB,30-10-1952,F,06-12-2016
3035775,GB,28-10-1962,M,24-10-2016
3036067,Other,16-11-1978, ,07-02-2017
3037991,GB,24-03-1962,F,02-02-2017
3038060,US,17-09-1993,F,19-02-2017
3038259,DE,06-01-1983, ,30-10-2016
3038922,DE,20-04-1979,M,20-10-2016
3039885,GB,07-08-1986,M,25-03-2017
3042356,US,10-11-1984,M,19-03-2017
3042836,DE,07-02-1983,F,25-11-2016
3044693,GB,17-01-1990, ,29-09-2016
3046442,Other,17-08-1971,M,21-11-2016
3050900,Other,25-01-1970,F,24-09-2016
3051535,GB,21-10-1980, ,12-11-2016
3051804,DE,21-08-1988,M,27-03-2017
3051980,DE,20-02-1973,M,04-12-2016
3053604,Other,17-02-1986,M,16-11-2016
3054433,Other,26-12-1959,F,13-02-2017
3055088,Other,03-08-1976,M,09-02-2017
3055129,GB,05-04-1983, ,21-03-2017
3055852,US,13-12-1994,F,27-02-2017
3056484,DE,31-08-1960,M,26-01-2017
3056498,US,13-08-1993,M,20-02-2017
3058109,Other,06-01-1977,M,12-10-2016
3059051,GB,27-08-1981,F,02-11-2016
3059771,GB,07-04-1984,F,20-01-2017
3060170,Other,05-02-1986, ,28-11-2016
3064994,FR,29-03-1985,M,05-11-2016
3066027,GB,24-02-1960, ,20-12-2016
3066356,Other,09-11-1982,M,30-12-2016
3067043,GB,04-08-1972, ,17-11-2016
3067105,US,01-09-1996,M,25-09-2016
3069801,Other,13-02-1970,M,28-01-2017
3070517,GB,26-11-1972, ,11-03-2017
3071647,US,30-04-1993, ,09-12-2016
3071741,GB,07-01-1973, ,02-01-2017
3071810,FR,21-08-1979, ,03-03-2017
3071904,GB,11-02-1991, ,26-01-2017
3071947,Other,02-12-1986,M,17-12-2016
3071978,GB,04-07-1990,M,04-03-2017
3072094,GB,11-04-1979, ,16-01-2017
3072256,US,02-04-1980, ,02-03-2017
3072531,FR,08-07-1975, ,15-12-2016
3072883,Other,11-08-1995, ,17-02-2017
3073101,DE,18-05-1997,M,31-01-2017
3073124,GB,24-04-1993, ,25-11-2016
3073525,Other,28-08-1979, ,27-02-2017
3073750,GB,23-08-1986, ,07-03-2017
3073908,GB,26-01-1958, ,12-02-2017
3075559,Other,27-02-1987,M,12-10-2016
3077615,Other,26-04-1981, ,09-11-2016
3078669,Other,21-03-1984, ,13-09-2016
3079370,GB,27-02-1963, ,12-10-2016
3079827,US,09-12-1986,M,12-10-2016
3080120,US,09-03-1994,M,12-01-2017
3081013,FR,14-07-1985,M,17-01-2017
3082942,US,19-08-1989, ,15-09-2016
3083474,US,07-10-1960,F,28-02-2017
3085378,Other,24-03-1991, ,23-11-2016
3085641,US,31-12-1978,M,22-11-2016
3086409,GB,02-10-1981, ,22-09-2016
3086625,GB,18-11-1981, ,08-12-2016
3086923,GB,06-09-1992, ,03-03-2017
3089789,FR,28-07-1975,M,04-11-2016
3089985,Other,29-01-1984,M,26-01-2017
3090227,Other,03-05-1994,F,24-09-2016
3090870,FR,31-03-1981,F,09-02-2017
3092167,GB,08-02-1987,M,21-10-2016
3093840,DE,20-12-1957,M,12-03-2017
3094186,US,17-08-1995,M,05-11-2016
3094252,GB,04-12-1989,M,06-11-2016
3094562,GB,01-06-1981,M,13-01-2017
3095233,FR,02-08-1990,M,11-10-2016
3095357,GB,09-06-1972,M,30-10-2016
3095654,GB,04-06-1974,M,04-03-2017
3096277,GB,02-04-1982, ,29-12-2016
3097444,GB,19-10-1972,F,24-10-2016
3098196,DE,03-08-1981,F,03-02-2017
3099476,GB,31-03-1981,M,16-03-2017
3099766,GB,11-04-1973,F,15-11-2016
3100660,US,27-03-1969,F,15-10-2016
3100971,Other,02-03-1989,M,28-10-2016
3101127,Other,15-05-1969,M,07-11-2016
3101787,Other,12-06-1957, ,15-02-2017
3101926,DE,25-11-1982,M,01-12-2016
3103512,DE,13-03-1997,M,10-12-2016
3103784,US,19-10-1967, ,06-10-2016
3106424,Other,02-08-1976,F,18-11-2016
3107098,Other,15-11-1979, ,30-09-2016
3108588,Other,30-12-1971, ,11-11-2016
3108603,Other,23-08-1994,M,05-03-2017
3109386,GB,16-05-1986,F,26-02-2017
3109667,US,24-10-1966,F,03-02-2017
3112525,FR,02-07-1982,M,30-03-2017
3113468,Other,22-05-1979,M,24-10-2016
3114216,Other,02-09-1978,M,23-01-2017
3114676,GB,02-04-1987,F,15-12-2016
3114891,GB,23-03-1968,M,16-01-2017
3115043,US,01-11-1985,F,17-10-2016
3115226,GB,04-07-1967, ,29-11-2016
3115851,DE,02-08-1987,F,18-10-2016
3115938,US,28-05-1997,F,29-10-2016
3116244,Other,23-03-1957,M,18-02-2017
3116422,Other,04-03-1981, ,13-02-2017
3117723,Other,07-01-1985, ,22-11-2016
3117980,Other,18-03-1988,F,07-04-2017
3118497,Other,06-04-1991,M,20-12-2016
3119065,FR,28-04-1981,F,17-11-2016
3119815,Other,14-06-1989,M,04-02-2017
3120039,FR,02-12-1967,F,08-03-2017
3120133,US,15-02-1991,M,13-12-2016
3120838,GB,15-03-1988,F,17-02-2017
3121422,GB,13-04-1989,F,29-11-2016
3123500,Other,15-01-1977,M,27-01-2017
3123759,GB,16-01-1969,M,05-01-2017
3127678,Other,04-08-1993,M,04-11-2016
3129869,GB,03-07-1984, ,22-11-2016
3131151,DE,24-04-1990,M,22-10-2016
3132299,US,23-03-1984,M,05-01-2017
3132596,US,26-02-1965,F,05-11-2016
3133005,GB,07-08-1972,F,13-02-2017
3133153,US,26-04-1983,M,29-09-2016
3133634,US,19-01-1966,M,14-01-2017
